word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
to,to,tu:,"prep. The preposition to primarily indicates approach and arrival,
   motion made in the direction of a place or thing and attaining it,
   access; and also, motion or tendency without arrival; movement toward;
   -- opposed to from.
prep. Hence, it indicates motion, course, or tendency toward a
   time, a state or condition, an aim, or anything capable of being
   regarded as a limit to a tendency, movement, or action; as, he is going
   to a trade; he is rising to wealth and honor.
prep. In a very general way, and with innumerable varieties of
   application, to connects transitive verbs with their remoter or
   indirect object, and adjectives, nouns, and neuter or passive verbs
   with a following noun which limits their action. Its sphere verges upon
   that of for, but it contains less the idea of design or appropriation;
   as, these remarks were addressed to a large audience; let us keep this
   seat to ourselves; a substance sweet to the taste; an event painful to
   the mind; duty to God and to our parents; a dislike to spirituous
   liquor.
prep. As sign of the infinitive, to had originally the use of last
   defined, governing the infinitive as a verbal noun, and connecting it
   as indirect object with a preceding verb or adjective; thus, ready to
   go, i.e., ready unto going; good to eat, i.e., good for eating; I do my
   utmost to lead my life pleasantly. But it has come to be the almost
   constant prefix to the infinitive, even in situations where it has no
   prepositional meaning, as where the infinitive is direct object or
   subject; thus, I love to learn, i.e., I love learning; to die for one's
   country is noble, i.e., the dying for one's country. Where the
   infinitive denotes the design or purpose, good usage formerly allowed
   the prefixing of for to the to; as, what went ye out for see? (Matt.
   xi. 8).
prep. In many phrases, and in connection with many other words, to
   has a pregnant meaning, or is used elliptically.
prep. Extent; limit; degree of comprehension; inclusion as far as;
   as, they met us to the number of three hundred.
prep. Effect; end; consequence; as, the prince was flattered to
   his ruin; he engaged in a war to his cost; violent factions exist to
   the prejudice of the state.
prep. Apposition; connection; antithesis; opposition; as, they
   engaged hand to hand.
prep. Accord; adaptation; as, an occupation to his taste; she has
   a husband to her mind.
prep. Comparison; as, three is to nine as nine is to twenty-seven;
   it is ten to one that you will offend him.
prep. Addition; union; accumulation.
prep. Accompaniment; as, she sang to his guitar; they danced to
   the music of a piano.
prep. Character; condition of being; purpose subserved or office
   filled.","prep. 到, 向, 趋于
adv. 向前",i:38/t:62,5,1,zk gk,7,7,to
today,today,tә'dei,"n. the present time or age
n. the day that includes the present moment (as opposed to yesterday or tomorrow)
r. on this day as distinct from yesterday or tomorrow","n. 今天, 当今, 现在
adv. 今天, 当今",r:100,5,1,zk gk,350,214,today
together,together,tә'geðә,"s. mentally and emotionally stable
r. in contact with each other or in proximity
r. assembled in one place
r. in each other's company","adv. 一起, 共同, 彼此",r:100,5,1,zk gk,288,324,together
toilet,toilet,'tɒilit,"n. a room or building equipped with one or more toilets
n. a plumbing fixture for defecation and urination
n. the act of dressing and preparing yourself","n. 厕所, 梳妆
vi. 梳妆, 打扮, 上厕所
vt. 给...梳妆打扮",n:100,2,1,zk gk cet4 cet6 ky,3550,3983,toilet
tomato,tomato,tә'mɑ:tәu,"n. mildly acid red or yellow pulpy fruit eaten as a vegetable
n. native to South America; widely cultivated in many varieties","n. 番茄, 西红柿",n:100,2,1,zk gk cet4 cet6 ky toefl,4402,2400,tomato
tomorrow,tomorrow,tә'mɒ:rәu,"n. the day after today
n. the near future
r. the next day, the day after, following the present day","n. 明天, 未来
adv. 明天, 未来地",r:99/n:1,4,1,zk gk,1075,1334,tomorrow
ton,ton,tʌn,"n a United States unit of weight equivalent to 2000 pounds
n a British unit of weight equivalent to 2240 pounds","n. 吨
[经] 吨",,3,1,zk gk cet4 cet6 ky,3936,0,ton
tongue,tongue,tʌŋ,"n. a mobile mass of muscular tissue covered with mucous membrane and located in the oral cavity
n. any long thin projection that is transient
n. a manner of speaking
n. the tongue of certain animals used as meat","n. 舌, 语言能力, 讲话方式, 语言
vt. 舔, 斥责, 发...的音
vi. 使用舌头, 吹管乐器",v:1/n:99,2,1,zk gk cet4 cet6 ky toefl ielts,2831,2871,tongue
tonight,tonight,tә'nait,"n. the present or immediately coming night
r. during the night of the present day","n. 今晚, 今夜
adv. 今晚, 今夜",r:100,4,1,zk gk,1385,910,tonight
too,too,tu:,"r to a degree exceeding normal or proper limits
r in addition","adv. 也, 非常, 太",r:100,5,1,zk gk,115,133,too
tool,tool,tu:l,"n. an implement used in the practice of a vocation
v. drive
v. furnish with tools
v. work with a tool","n. 工具, 机床, 傀儡
vt. 用工具加工
vi. 使用工具",v:2/n:98,3,1,zk gk cet4 cet6 ky,1739,1291,tool
tooth,tooth,tu:θ,"n. hard bonelike structures in the jaws of vertebrates; used for biting and chewing or for attack and defense
n. something resembling the tooth of an animal
n. toothlike structure in invertebrates found in the mouth or alimentary canal or on a shell
n. a means of enforcement","n. 牙齿, 齿状物, 爱好
vt. 装以齿, 将...切成齿状
vi. 啮合",n:100,3,1,zk gk,1747,1854,tooth
toothache,toothache,'tu:θeik,n. an ache localized in or around a tooth,"n. 牙痛
[医] 牙痛",n:100,0,0,zk gk,21284,24353,toothache
toothbrush,toothbrush,'tu:θbrʌʃ,n. small brush; has long handle; used to clean teeth,n. 牙刷,n:100,1,0,zk gk,15334,13896,toothbrush
toothpaste,toothpaste,'tu:θpeist,n. a dentifrice in the form of a paste,"n. 牙膏
[化] 牙膏",n:100,1,0,zk gk,15700,14165,toothpaste
top,top,tɒp,"n. the upper part of anything
n. the highest or uppermost side of anything
n. the first half of an inning; while the visiting team is at bat
n. the greatest possible intensity","n. 顶部, 顶端, 极点, 上面, 上部, 顶篷, 最高地位, 首位, 陀螺
a. 最高的, 顶上的, 头等的
vt. 盖, 加以顶, 高达, 超越
vi. 结束, 达到顶点, 高出
[计] TOP协议",i:9/j:34/v:9/n:48,5,1,zk gk cet4 cet6 ky ielts,776,678,top
total,total,'tәutl,"v. add up in number or quantity
v. determine the sum of
v. damage beyond the point of repair","a. 全体的, 总的, 全然的
vt. 计算...的总和, 共计为
vi. 合计
n. 总数, 全体, 合计
adv. 统统",j:67/v:8/n:25,5,1,zk gk cet4 cet6 ky ielts,831,1038,total
touch,touch,tʌtʃ,"n. the event of something coming in contact with the body
n. the faculty by which external objects or forces are perceived through contact with the body (especially the hands)
n. a suggestion of some quality
n. a distinguishing style","n. 触觉, 碰, 触, 机灵, 轻触, 格调, 少许, 缺点, 弹力
vt. 接触, 触摸, 触及, 使接触, 达到, 涉及, 影响到, 使轻度受害, 感动
vi. 触摸, 接近, 涉及, 提到",n:31/v:69,4,1,zk gk cet4 cet6 ky toefl,1372,1166,touch
tour,tour,tuә,"n. a journey or route all the way around a particular place or area
v. make a tour of a certain place","n. 旅游, 观光旅行, 任期
vi. 旅行, 周游, 巡回
vt. 周游, 观光, 游历, 使巡回演出",v:11/n:89,4,1,zk gk cet4 cet6 ky ielts,1420,1474,tour
tourist,tourist,'tuәrist,n. someone who travels for pleasure,"n. 观光客, 旅行者
a. 旅游的",n:100,3,1,zk gk ielts,2425,2394,tourist
toward,toward,tә'wɒ:d,"prep. Alt. of Towards
adv. Alt. of Towards
prep. Approaching; coming near.
prep. Readly to do or learn; compliant with duty; not froward;
   apt; docile; tractable; as, a toward youth.
prep. Ready to act; forward; bold; valiant.","prep. 向, 对于, 为了
a. 即将来临的, 进行中的",i:100,0,0,zk gk cet4 ky,4712,384,toward
towel,towel,'tauәl,"n. a rectangular piece of absorbent cloth (or paper) for drying or wiping
v. wipe with a towel","n. 手巾, 毛巾
v. 擦干身子",v:3/n:97,2,1,zk gk cet4 cet6 ky toefl ielts,4814,3682,towel
tower,tower,'tauә,n. a structure taller than its diameter; can stand alone or be attached to a larger building,"n. 塔, 高楼, 堡垒
vi. 高耸, 翱翔",v:8/n:92,3,1,zk gk cet4 cet6 ky toefl ielts,2131,2412,tower
town,town,taun,"n. an urban area with a fixed boundary that is smaller than a city
n. the people living in a municipality smaller than a city
n. United States architect who was noted for his design and construction of truss bridges (1784-1844)","n. 城镇, 市, 镇
[法] 城镇, 城市, 闹市",n:100,5,1,zk gk ielts,433,488,town
toy,toy,tɒi,"n. a nonfunctional replica of something else (frequently used as a modifier)
n. a device regarded as providing amusement
v. manipulate manually or in one's mind or imagination","n. 玩具, 小玩艺儿, 小型的东西, 消遣
a. 供玩耍的, 作为玩具的
vi. 玩弄, 戏弄, 调情",v:4/j:3/n:93,3,1,zk gk cet4 cet6 ky gre,3412,2418,toy
trade,trade,treid,"n. the commercial exchange (buying and selling on domestic or international markets) of goods and services
n. the skilled practice of a practical occupation
n. the business given to a commercial establishment by its customers
v. engage in the trade of","n. 贸易, 商业, 交易, 生意, 职业, 顾客, 信风
vi. 进行交易, 做买卖, 经商, 对换, 购物
vt. 用...进行交换",v:23/n:77,5,1,zk gk cet4 cet6 ky ielts,485,800,trade
traditional,traditional,trә'diʃәnl,"a. consisting of or derived from tradition
s. pertaining to time-honored orthodox doctrines","a. 传统的, 惯例的
[经] 传统的, 惯例的",j:100,4,1,zk gk cet4 cet6 ielts,1006,925,traditional
traffic,traffic,'træfik,"n. the aggregation of things (pedestrians or vehicles) coming and going in a particular locality during a specified period of time
n. buying and selling; especially illicit trade
n. the amount of activity over a communication system during a given period of time
v. deal illegally","n. 交通, 通行, 运输, 交通量, 贸易, 交易, 交往, 通信量
vi. 交易, 做买卖
vt. 用...作交换
[计] 通信量, 传输量",v:4/n:96,3,1,zk gk cet4 cet6 ky toefl ielts,1423,1712,traffic
train,train,trein,"n. public transport provided by a line of railway cars coupled together and drawn by a locomotive
n. a series of consequences wrought by an event
n. piece of cloth forming the long back section of a gown that is drawn along the floor
v. create by training and teaching","n. 火车, 列车, 行列, 长队, 一连串的后果, 顺序
vt. 训练, 教育, 对准
vi. 受训练, 锻炼",n:48/v:52,4,1,zk gk ielts,1186,1516,train
training,training,'treiniŋ,n. activity leading to skilled behavior,"n. 训练, 培养
[医] 训练",n:100,0,1,zk gk cet4 cet6 ky ielts,516,796,training
translate,translate,træns'leit,"v. restate (words) from one language into another language
v. change from one form or medium into another
v. bring to a certain spiritual state
v. change the position of (figures or bodies) in space without rotation","vt. 翻译, 解释, 转化, 转变为, 调动
vi. 翻译, 被译
[计] 转换",v:100,2,1,zk gk cet4 cet6 ky,3281,2729,translate
travel,travel,'trævl,"n. the act of going from one place to another
v. change location; move, travel, or proceed, also metaphorically
v. undertake a journey or trip
v. make a trip for pleasure","n. 旅行, 游历, 行进
vi. 旅行, 行进, 移动, 被传播
vt. 旅行, 通过, 使移动",n:35/v:65,4,1,zk gk ielts,1132,1081,travel
treasure,treasure,'treʒә,"n. accumulated wealth in the form of money or jewels etc.
n. any possession that is highly valued by its owner
n. a collection of precious things","n. 宝物, 财富
vt. 珍爱, 重视, 秘藏",v:13/n:87,2,0,zk gk cet4 cet6 ky toefl,4538,4074,treasure
treatment,treatment,'tri:tmәnt,"n. care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)
n. the management of someone or something
n. a manner of dealing with something artistically","n. 治疗, 待遇, 处理
[医] 疗法, 治疗; 处理",n:100,4,1,zk gk cet4 cet6 toefl ielts,766,745,treatment
tree,tree,tri:,"n. a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms
n. a figure that branches from a single root
n. English actor and theatrical producer noted for his lavish productions of Shakespeare (1853-1917)
v. plant with trees","n. 树, 木料, 树状物
vt. 把...赶上树
[计] 树; DOS外部命令:显示指定磁盘驱动器的目录结构",n:100,4,1,zk gk ielts,680,596,tree
trip,trip,trip,"n. a journey for some purpose (usually including the return)
n. a hallucinatory experience induced by drugs
n. an exciting or stimulating experience
n. a light or nimble tread","n. 旅行, 绊倒, 摔倒, 失足, 差错, 旅程
vt. 使跌倒, 使犯错, 使失败
vi. 轻快地走, 绊倒, 失误, 犯错, 结巴, 旅行, 远足",v:10/n:90,4,1,zk gk toefl ielts,1664,962,trip
trouble,trouble,'trʌbl,"n. a source of difficulty
n. an event causing distress or pain
n. an effort that is inconvenient
n. an unwanted pregnancy","n. 烦恼, 麻烦, 困难, 动乱, 故障
vt. 困扰, 麻烦, 使烦恼, 折磨
vi. 烦恼, 费心",v:12/n:88,4,1,zk gk toefl ielts,1005,981,trouble
trousers,trousers,'trauzәz,"n (usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately
n a garment (or part of a garment) designed for or relating to trousers","pl. 裤子, 长裤",n:100,2,1,zk gk cet4 cet6 ky ielts,2969,7124,trousers
truck,truck,trʌk,"n. an automotive vehicle suitable for hauling
v. convey (goods etc.) by truck","n. 卡车, 货车, 对...进行交易, 来往, 实物工资, (供应市场的)蔬菜, 废物, 废话
vt. 对...进行交易, 交往, 以卡车运输
vi. 驾驶卡车, 以物易物",v:3/n:97,3,1,zk gk cet4 cet6 ky,3631,1237,truck
true,true,tru:,"n. proper alignment; the property possessed by something that is in correct or proper alignment
v. make level, square, balanced, or concentric
a. consistent with fact or reality; not false
s. accurately placed or thrown","a. 真实的, 正确的, 忠诚的, 可靠的, 纯粹的, 正式的
n. 真实, 准确
adv. 真实地, 准确地",r:1/j:99,4,1,zk gk,547,492,true
trust,trust,trʌst,"n. something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)
n. the trait of believing in the honesty and reliability of others
n. a consortium of independent organizations formed to limit competition by controlling the production and distribution of a product or service
v. have confidence or faith in","n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯
a. 信托的, 托拉斯的
vt. 信赖, 信任, 相信, 盼望, 赊卖给
vi. 相信, 信赖, 依靠
[计] 委托, 信任",n:44/v:56,4,1,zk gk cet4 cet6 ky,1160,1841,trust
truth,truth,tru:θ,"n. a fact that has been verified
n. conformity to reality or actuality
n. a true statement
n. United States abolitionist and feminist who was freed from slavery and became a leading advocate of the abolition of slavery and for the rights of women (1797-1883)","n. 事实, 实情
[法] 真实, 真相, 事实",n:100,4,1,zk gk cet4 cet6 ky toefl,1152,850,truth
try,try,trai,"v. make an effort or attempt
v. give pain or trouble to
v. test the limits of
v. melt (fat or lard) in order to separate out impurities","n. 尝试, 试验, 审理, 审判
vt. 试, 尝试, 试验, 考验, 审问, 提炼
vi. 尝试, 试图",n:2/v:98,5,1,zk gk,159,127,try
